Time,V(yk),V(u)
0,0,0
0.06,0.000223218790393886,3.18628860171501
0.12,0.000223218790393886,3.18628860171501
0.18,0.000223218790393886,3.18628860171501
0.24,0.000223218790393886,3.18628860171501
0.3,0.000223218790393886,3.18628860171501
0.36,0.000223218790393886,3.18628860171501
0.42,0.000223218790393886,3.18628860171501
0.48,0.000223218790393886,3.18628860171501
0.54,1.24294227920624,-0.455628183658777
0.6,1.24294227920624,-0.455628183658777
0.66,1.24294227920624,-0.455628183658777
0.72,1.24294227920624,-0.455628183658777
0.78,1.24294227920624,-0.455628183658777
0.84,1.24294227920624,-0.455628183658777
0.9,1.24294227920624,-0.455628183658777
0.96,1.24294227920624,-0.455628183658777
1.02,0.577974703875375,1.58619777453765
1.08,0.577974703875375,1.58619777453765
1.14,0.577974703875375,1.58619777453765
1.2,0.577974703875375,1.58619777453765
1.26,0.577974703875375,1.58619777453765
1.32,0.577974703875375,1.58619777453765
1.38,0.577974703875375,1.58619777453765
1.44,0.577974703875375,1.58619777453765
1.5,0.577974703875375,1.58619777453765
1.56,0.971581211201991,0.466273297562647
1.62,0.971581211201991,0.466273297562647
1.68,0.971581211201991,0.466273297562647
1.74,0.971581211201991,0.466273297562647
1.8,0.971581211201991,0.466273297562647
1.86,0.971581211201991,0.466273297562647
1.92,0.971581211201991,0.466273297562647
1.98,0.971581211201991,0.466273297562647
2.04,0.774896460317899,1.10216466662017
2.1,0.774896460317899,1.10216466662017
2.16,0.774896460317899,1.10216466662017
2.22,0.774896460317899,1.10216466662017
2.28,0.774896460317899,1.10216466662017
2.34,0.774896460317899,1.10216466662017
2.4,0.774896460317899,1.10216466662017
2.46,0.774896460317899,1.10216466662017
2.52,0.903097295317791,0.765329103572203
2.58,0.903097295317791,0.765329103572203
2.64,0.903097295317791,0.765329103572203
2.7,0.903097295317791,0.765329103572203
2.76,0.903097295317791,0.765329103572203
2.82,0.903097295317791,0.765329103572203
2.88,0.903097295317791,0.765329103572203
2.94,0.903097295317791,0.765329103572203
3,0.903097295317791,0.765329103572203
3.06,0.848522369460585,0.970142284261338
3.12,0.848522369460585,0.970142284261338
3.18,0.848522369460585,0.970142284261338
3.24,0.848522369460585,0.970142284261338
3.3,0.848522369460585,0.970142284261338
3.36,0.848522369460585,0.970142284261338
3.42,0.848522369460585,0.970142284261338
3.48,0.848522369460585,0.970142284261338
3.54,0.896825331947542,0.864476663668318
3.6,0.896825331947542,0.864476663668318
3.66,0.896825331947542,0.864476663668318
3.72,0.896825331947542,0.864476663668318
3.78,0.896825331947542,0.864476663668318
3.84,0.896825331947542,0.864476663668318
3.9,0.896825331947542,0.864476663668318
3.96,0.896825331947542,0.864476663668318
4.02,0.884357717075178,0.93709271897486
4.08,0.884357717075178,0.93709271897486
4.14,0.884357717075178,0.93709271897486
4.2,0.884357717075178,0.93709271897486
4.26,0.884357717075178,0.93709271897486
4.32,0.884357717075178,0.93709271897486
4.38,0.884357717075178,0.93709271897486
4.44,0.884357717075178,0.93709271897486
4.5,0.884357717075178,0.93709271897486
4.56,0.905292474523832,0.90722884255414
4.62,0.905292474523832,0.90722884255414
4.68,0.905292474523832,0.90722884255414
4.74,0.905292474523832,0.90722884255414
4.8,0.905292474523832,0.90722884255414
4.86,0.905292474523832,0.90722884255414
4.92,0.905292474523832,0.90722884255414
4.98,0.905292474523832,0.90722884255414
5.04,0.905831209240906,0.935695183380081
5.1,0.905831209240906,0.935695183380081
5.16,0.905831209240906,0.935695183380081
5.22,0.905831209240906,0.935695183380081
5.28,0.905831209240906,0.935695183380081
5.34,0.905831209240906,0.935695183380081
