Time,V(yk)
0,0
0.03,0
0.06,0
0.09,0
0.12,0
0.15,0
0.18,0
0.21,0
0.24,0
0.27,0
0.3,0
0.33,0
0.36,0
0.39,0
0.42,0
0.45,0
0.48,0
0.51,0
0.54,0
0.57,0
0.6,0
0.63,0
0.66,0
0.69,0
0.72,0
0.75,0
0.78,0
0.81,0
0.84,0
0.87,0
0.9,0
0.93,0
0.96,0
0.99,0
1.02,1.25389098995705
1.05,1.25389098995705
1.08,1.25389098995705
1.11,1.25389098995705
1.14,1.25389098995705
1.17,1.25389098995705
1.2,1.25389098995705
1.23,1.25389098995705
1.26,1.25389098995705
1.29,1.25389098995705
1.32,1.25389098995705
1.35,1.25389098995705
1.38,1.25389098995705
1.41,1.25389098995705
1.44,1.25389098995705
1.47,1.25389098995705
1.5,1.25389098995705
1.53,2.13985442901249
1.56,2.13985442901249
1.59,2.13985442901249
1.62,2.13985442901249
1.65,2.13985442901249
1.68,2.13985442901249
1.71,2.13985442901249
1.74,2.13985442901249
1.77,2.13985442901249
1.8,2.13985442901249
1.83,2.13985442901249
1.86,2.13985442901249
1.89,2.13985442901249
1.92,2.13985442901249
1.95,2.13985442901249
1.98,2.13985442901249
2.01,2.80246734338894
2.04,2.80246734338894
2.07,2.80246734338894
2.1,2.80246734338894
2.13,2.80246734338894
2.16,2.80246734338894
2.19,2.80246734338894
2.22,2.80246734338894
2.25,2.80246734338894
2.28,2.80246734338894
2.31,2.80246734338894
2.34,2.80246734338894
2.37,2.80246734338894
2.4,2.80246734338894
2.43,2.80246734338894
2.46,2.80246734338894
2.49,2.80246734338894
2.52,1.7576217633791
2.55,1.7576217633791
2.58,1.7576217633791
2.61,1.7576217633791
2.64,1.7576217633791
2.67,1.7576217633791
2.7,1.7576217633791
2.73,1.7576217633791
2.76,1.7576217633791
2.79,1.7576217633791
2.82,1.7576217633791
2.85,1.7576217633791
2.88,1.7576217633791
2.91,1.7576217633791
2.94,1.7576217633791
2.97,1.7576217633791
3,1.7576217633791
3.03,-0.0190734863090515
3.06,-0.0190734863090515
3.09,-0.0190734863090515
3.12,-0.0190734863090515
3.15,-0.0190734863090515
3.18,-0.0190734863090515
3.21,-0.0190734863090515
3.24,-0.0190734863090515
3.27,-0.0190734863090515
3.3,-0.0190734863090515
3.33,-0.0190734863090515
3.36,-0.0190734863090515
3.39,-0.0190734863090515
3.42,-0.0190734863090515
3.45,-0.0190734863090515
3.48,-0.0190734863090515
3.51,-2.07042693884754
3.54,-2.07042693884754
3.57,-2.07042693884754
3.6,-2.07042693884754
3.63,-2.07042693884754
3.66,-2.07042693884754
3.69,-2.07042693884754
3.72,-2.07042693884754
3.75,-2.07042693884754
3.78,-2.07042693884754
3.81,-2.07042693884754
3.84,-2.07042693884754
3.87,-2.07042693884754
3.9,-2.07042693884754
3.93,-2.07042693884754
3.96,-2.07042693884754
3.99,-2.07042693884754
4.02,-2.23045348898048
4.05,-2.23045348898048
4.08,-2.23045348898048
4.11,-2.23045348898048
4.14,-2.23045348898048
4.17,-2.23045348898048
4.2,-2.23045348898048
4.23,-2.23045348898048
4.26,-2.23045348898048
4.29,-2.23045348898048
4.32,-2.23045348898048
4.35,-2.23045348898048
4.38,-2.23045348898048
4.41,-2.23045348898048
4.44,-2.23045348898048
4.47,-2.23045348898048
4.5,-2.23045348898048
4.53,-0.194740295215416
4.56,-0.194740295215416
4.59,-0.194740295215416
4.62,-0.194740295215416
4.65,-0.194740295215416
4.68,-0.194740295215416
4.71,-0.194740295215416
4.74,-0.194740295215416
4.77,-0.194740295215416
4.8,-0.194740295215416
4.83,-0.194740295215416
4.86,-0.194740295215416
4.89,-0.194740295215416
4.92,-0.194740295215416
4.95,-0.194740295215416
4.98,-0.194740295215416
5.01,3.740310665205
5.04,3.740310665205
5.07,3.740310665205
5.1,3.740310665205
5.13,3.740310665205
5.16,3.740310665205
5.19,3.740310665205
5.22,3.740310665205
5.25,3.740310665205
5.28,3.740310665205
5.31,3.740310665205
5.34,3.740310665205
5.37,3.740310665205
5.4,3.740310665205
5.43,3.740310665205
5.46,3.740310665205
5.49,3.740310665205
5.52,6.71272277160759
5.55,6.71272277160759
5.58,6.71272277160759
5.61,6.71272277160759
5.64,6.71272277160759
5.67,6.71272277160759
5.7,6.71272277160759
5.73,6.71272277160759
5.76,6.71272277160759
5.79,6.71272277160759
5.82,6.71272277160759
5.85,6.71272277160759
5.88,6.71272277160759
5.91,6.71272277160759
5.94,6.71272277160759
5.97,6.71272277160759
6,6.71272277160759
6.03,6.36787413913994
6.06,6.36787413913994
6.09,6.36787413913994
6.12,6.36787413913994
6.15,6.36787413913994
6.18,6.36787413913994
6.21,6.36787413913994
6.24,6.36787413913994
6.27,6.36787413913994
6.3,6.36787413913994
6.33,6.36787413913994
6.36,6.36787413913994
6.39,6.36787413913994
6.42,6.36787413913994
6.45,6.36787413913994
6.48,6.36787413913994
6.51,1.37405395370407
6.54,1.37405395370407
6.57,1.37405395370407
6.6,1.37405395370407
6.63,1.37405395370407
6.66,1.37405395370407
6.69,1.37405395370407
6.72,1.37405395370407
6.75,1.37405395370407
6.78,1.37405395370407
6.81,1.37405395370407
6.84,1.37405395370407
6.87,1.37405395370407
6.9,1.37405395370407
6.93,1.37405395370407
6.96,1.37405395370407
6.99,1.37405395370407
7.02,-5.72586058997726
7.05,-5.72586058997726
7.08,-5.72586058997726
7.11,-5.72586058997726
7.14,-5.72586058997726
